time,speed,alt,satellites
15350540,76.35795999999999,20190,12
15350550,76.08016,20190,12
15350560,76.04312,20190,12
15350570,76.56168000000001,20190,12
15350580,76.76540000000001,20180,12
15350590,77.20988,20180,12
15350600,77.28396,20180,11
15350610,77.70992000000001,20170,11
15350620,77.67288,20170,11
15350630,77.83956,20170,11
15350640,78.11736,20170,11
15350650,78.0618,20170,11
15350660,78.11736,20160,11
15350670,78.48776000000001,20160,11
15350680,78.6174,20160,11
15350690,78.63592,20160,11
15350700,78.65444000000001,20160,12
15350710,79.24708,20160,12
15350720,79.28412,20160,12
15350730,79.15448,20160,12
15350740,79.5434,20160,12
15350750,79.83972,20160,12
15350760,80.35828000000001,20160,12
15350770,80.96944,20160,12
15350780,81.33984000000001,20160,12
15350790,82.52512000000002,20160,12
15350800,83.1548,20150,12
15350810,83.96968000000001,20150,12
15350820,84.96976000000001,20150,12
15350830,86.2106,20150,12
15350840,87.39588,20150,12
15350850,88.67376000000002,20160,12
15350860,90.02572,20160,12
15350870,91.43324,20160,12
15350880,93.08152,20160,12
15350890,94.37792,20160,12
15350900,95.85952,20160,12
15350910,97.39668000000002,20160,12
15350920,98.7116,20160,12
15350930,100.13764,20160,12
15350940,101.80444,20160,12
15350950,103.10084,20160,12
15350960,104.58244,20160,12
15350970,106.15664000000001,20160,12
15350980,107.65676,20160,12
15350990,109.0828,20160,12
15351000,110.69404000000002,20160,12
15351010,111.8608,20160,12
15351020,113.7128,20160,12
15351030,114.97216,20160,11
15351040,116.23152,20160,11
15351050,117.84276000000001,20160,11
15351060,119.02804,20160,11
15351070,120.4726,20160,11
15351080,121.63936000000002,20160,11
15351090,123.158,20160,11
15351100,124.38032,20160,11
15351110,124.38032,20160,11
15351120,126.73236000000001,20160,11
15351130,128.32508,20160,12
15351140,129.62148,20160,12
15351150,131.04752000000002,20160,12
15351160,132.34392,20160,12
15351170,133.19584,20160,12
15351180,134.1774,20160,12
15351190,135.41824000000003,20160,12
15351200,136.6776,20160,12
15351210,137.97400000000002,20160,12
15351220,139.04816,20160,12
15351230,140.3816,20160,12
15351240,141.78912000000003,20160,12
15351250,142.604,20160,12
15351260,143.993,20160,11
15351270,145.12272000000002,20160,11
15351280,146.10428000000002,20160,11
15351290,147.34512,20160,11
15351300,148.2526,20160,11
15351310,149.49344,20160,11
15351320,150.45648,20160,11
15351330,151.60472000000001,20160,11
15351340,152.67888,20170,11
15351350,153.9012,20170,11
15351360,153.91972,20160,11
15351370,154.04936,20160,11
15351380,154.56792,20160,11
15351390,155.2902,20160,11
15351400,155.71616,20160,11
15351410,156.69772,20160,11
15351420,157.71632,20160,11
15351430,158.60528000000002,20160,11
15351440,159.32756,20160,11
15351450,160.2906,20160,11
15351460,161.04992,20160,11
15351470,162.29076,20170,11
15351480,162.80932,20170,11
15351490,163.64272,20170,11
15351500,164.60576,20170,11
15351510,165.43916000000002,20170,11
15351520,166.36516,20170,11
15351530,167.16152000000002,20170,11
15351540,168.06900000000002,20170,11
15351550,169.03204,20170,11
15351560,169.92100000000002,20170,11
15351570,170.58772000000002,20170,11
15351580,171.32852000000003,20170,11
15351590,172.40268,20170,11
15351600,173.162,20170,11
15351610,173.79168,20170,11
15351620,174.82880000000003,20170,11
15351630,175.60664,20170,11
15351640,176.32892,20170,11
15351650,177.25492,20170,11
15351660,177.86608,20170,11
15351670,178.75504,20170,11
15351680,179.75512,20180,11
15351690,180.21812,20180,11
15351700,181.03300000000002,20180,11
15351710,182.08864,20180,11
15351720,182.79240000000001,20180,11
15351730,183.51468000000003,20180,11
15351740,184.40364,20180,11
15351750,184.94072,20180,11
15351760,185.79264,20180,11
15351770,186.62604,20180,11
15351780,187.01496000000003,20180,11
15351790,188.21876,20180,11
15351800,188.5336,20180,11
15351810,189.21884,20180,11
15351820,190.03372000000002,20180,11
15351830,190.77452000000002,20180,11
15351840,191.3116,20180,11
15351850,191.7746,20180,11
15351860,192.99692,20180,11
15351870,193.66364,20180,11
15351880,193.997,20180,11
15351890,194.73780000000002,20180,11
15351900,195.51564,20180,11
15351910,196.12680000000003,20180,11
15351920,196.83056000000002,20180,11
15351930,197.36764,20180,11
15351940,197.92324000000002,20180,11
15351950,198.83072,20180,11
15351960,199.33076,20180,11
15351970,199.90488,20180,11
15351980,200.51604,20180,11
15351990,201.23832000000002,20180,11
15352000,201.92356,20180,11
15352010,202.40508000000003,20180,11
15352020,203.36812,20180,11
15352030,203.62740000000002,20180,11
15352040,204.2756,20180,11
15352050,205.05344,20180,11
15352060,205.73868000000002,20180,11
15352070,206.14612000000002,20180,11
15352080,206.77580000000003,20180,11
15352090,206.8684,20180,11
15352100,206.46096000000003,20180,11
15352110,206.53504,20180,11
15352120,205.88684,20180,12
15352130,205.49792,20180,12
15352140,205.572,20180,12
15352150,205.18308000000002,20180,12
15352160,204.90528,20180,12
15352170,204.42376000000002,20180,12
15352180,204.01632,20190,12
15352190,203.70148,20180,12
15352200,203.21996000000001,20190,12
15352210,202.92364,20190,12
15352220,202.27544,20190,12
15352230,201.83096,20190,12
15352240,201.47908,20190,12
15352250,201.16424,20190,12
15352260,200.53456,20190,12
15352270,200.40492,20190,12
15352280,199.8308,20190,12
15352290,199.62708000000003,20190,12
15352300,199.42336000000003,20190,12
15352310,198.2566,20190,12
15352320,198.57144,20190,12
15352330,197.68248,20190,12
15352340,197.75656,20190,12
15352350,196.90464,20190,12
15352360,196.97872,20190,12
15352370,196.14532,20200,12
15352380,195.79344,20190,12
15352390,195.70084,20200,12
15352400,195.25636000000003,20200,12
15352410,194.62668000000002,20200,12
15352420,193.94144,20200,12
15352430,194.07108000000002,20200,12
15352440,193.68216,20200,12
15352450,193.79328,20200,12
15352460,192.55244000000002,20200,12
15352470,192.25612,20200,12
15352480,192.38576,20200,12
15352490,191.71904,20200,12
15352500,190.81156000000001,20200,12
15352510,190.60784,20200,12
15352520,190.42264,20200,12
15352530,190.2004,20200,12
15352540,189.84852,20200,12
15352550,189.12624000000002,20190,12
15352560,189.12624000000002,20190,12
15352570,188.55212,20190,12
15352580,187.84836,20190,12
15352590,188.20024,20190,12
15352600,187.45944,20190,12
15352610,187.2372,20190,12
15352620,186.53344,20190,12
15352630,186.49640000000002,20190,12
15352640,185.77412,20190,12
15352650,185.8482,20190,12
15352660,185.18148,20190,12
15352670,184.81108000000003,20190,12
15352680,184.77404,20190,12
15352690,184.34808,20190,12
