time,speed,alt,satellites
18371900,113.0646,10800,9
18371910,113.04608,10800,9
18371920,112.71272,10790,9
18371930,112.56456000000001,10790,9
18371940,112.62012000000001,10790,9
18371950,112.19416,10780,9
18371960,112.02748000000001,10780,9
18371970,111.80524,10780,9
18371980,111.76820000000001,10770,9
18371990,111.69412000000001,10770,9
18372000,111.32372000000001,10770,9
18372010,111.04592000000001,10760,9
18372020,111.15704000000001,10760,9
18372030,110.61996,10760,9
18372040,110.43476000000001,10750,9
18372050,110.50884,10750,9
18372060,110.32364000000001,10740,9
18372070,110.15696,10740,9
18372080,109.95324,10740,9
18372090,109.78656000000001,10730,9
18372100,109.6384,10730,9
18372110,109.60136,10730,9
18372120,109.3606,10720,9
18372130,109.17540000000001,10720,9
18372140,108.8976,10710,9
18372150,108.84204000000001,10710,9
18372160,108.69388000000001,10710,9
18372170,108.50868000000001,10700,9
18372180,108.28644,10700,9
18372190,108.30496,10700,9
18372200,108.00864,10700,9
18372210,107.91604000000001,10690,9
18372220,107.71232,10690,9
18372230,107.43452,10680,9
18372240,107.41600000000001,10680,9
18372250,107.11968000000002,10670,9
18372260,107.13820000000001,10670,9
18372270,106.99004000000001,10670,9
18372280,106.86040000000001,10660,9
18372290,106.47148000000001,10660,9
18372300,106.41592,10660,9
18372310,106.41592,10660,9
18372320,106.00848,10650,9
18372330,105.97144,10650,9
18372340,105.73068,10650,9
18372350,105.80476000000002,10640,9
18372360,105.45288000000001,10640,9
18372370,105.3788,10630,9
18372380,105.21212000000001,10630,9
18372390,105.06396,10630,9
18372400,104.87876000000001,10620,9
18372410,104.69356,10620,9
18372420,104.71208,10620,9
18372430,104.48984000000002,10610,9
18372440,104.41576,10610,9
18372450,104.15648,10610,9
18372460,103.9898,10600,9
18372470,103.8046,10600,9
18372480,103.73052,10600,9
18372490,103.4342,10590,9
18372500,103.56384000000001,10590,9
18372510,103.28604000000001,10590,9
18372520,103.0638,10580,9
18372530,103.02676000000001,10580,9
18372540,102.86008,10580,9
18372550,102.67488,10570,8
18372560,102.56376000000002,10570,8
18372570,102.5082,10570,8
18372580,102.10076000000001,10560,8
18372590,102.08224,10560,8
18372600,102.00816,10560,8
18372610,101.61924,10550,8
18372620,101.61924,10550,8
18372630,101.43404000000001,10550,8
18372640,101.32292000000001,10550,8
18372650,101.13772,10540,8
18372660,101.06364,10540,8
18372670,100.95252,10540,8
18372680,100.91548,10540,8
18372690,100.471,10530,8
18372700,100.5636,10530,8
18372710,100.41544,10520,8
18372720,99.93392,10520,8
18372730,100.24876,10520,8
18372740,100.02652,10520,8
18372750,99.60056,10520,8
18372760,99.74872,10520,8
18372770,99.47092,10520,8
18372780,99.47092,10520,8
18372790,99.23016,10520,8
18372800,98.9894,10510,8
18372810,99.11904000000001,10510,8
18372820,98.619,10510,8
18372830,98.74864000000001,10510,9
18372840,98.52640000000001,10500,9
18372850,98.45232,10500,9
18372860,98.17452,10500,9
18372870,97.95228,10500,9
18372880,98.13748000000001,10490,9
18372890,97.74856000000001,10490,9
18372900,97.65596,10490,9
18372910,97.41520000000001,10490,9
18372920,97.5078,10480,9
18372930,97.23,10480,9
18372940,97.28556,10480,9
18372950,97.13740000000001,10480,9
18372960,96.89664,10470,9
18372970,97.17444,10470,9
18372980,96.87812000000001,10460,9
18372990,96.87812000000001,10460,9
18373000,97.17444,10460,9
18373010,97.00776,10460,9
18373020,97.30408,10450,9
18373030,96.91516,10450,9
18373040,97.26704000000001,10450,9
18373050,97.28556,10440,9
18373060,97.17444,10440,9
18373070,97.30408,10440,9
18373080,97.30408,10440,9
18373090,97.21148000000001,10430,9
18373100,97.28556,10430,9
18373110,97.15592000000001,10420,9
18373120,97.3226,10420,9
18373130,97.34112,10420,9
18373140,97.41520000000001,10420,8
18373150,97.54484000000001,10410,8
18373160,97.58188,10410,8
18373170,97.47076000000001,10410,8
18373180,97.47076000000001,10400,8
18373190,97.73004000000002,10400,8
18373200,97.5078,10390,8
18373210,97.48928000000001,10390,8
18373220,97.82264,10390,8
18373230,97.52632,10390,8
18373240,97.74856000000001,10380,8
18373250,97.76708,10380,8
18373260,97.71152000000001,10380,8
18373270,97.58188,10370,8
18373280,97.54484000000001,10370,9
18373290,97.48928000000001,10370,9
18373300,97.37816000000001,10360,8
18373310,97.45224,10360,9
18373320,97.23,10360,8
18373330,97.23,10360,8
18373340,97.11888,10350,8
18373350,96.82256000000001,10350,8
18373360,97.02628,10350,8
18373370,96.97072,10340,8
18373380,96.78552,10340,8
18373390,96.72996,10340,8
18373400,96.78552,10340,8
18373410,96.47068000000002,10330,8
18373420,96.63736,10330,8
18373430,96.76700000000001,10330,8
18373440,96.48920000000001,10330,8
18373450,96.08176,10330,8
18373460,96.11880000000001,10330,8
18373470,96.304,10330,8
18373480,96.35956,10320,8
18373490,96.63736,10320,8
18373500,97.23,10320,8
18373510,97.15592000000001,10320,8
18373520,98.156,10320,8
18373530,98.21156,10310,8
18373540,98.156,10310,8
18373550,97.93376,10300,8
18373560,97.52632,10300,8
18373570,97.56336,10300,8
18373580,96.97072,10300,8
18373590,96.32252,10290,8
18373600,95.61876000000001,10290,8
18373610,95.69284,10290,8
18373620,95.7484,10280,8
18373630,95.56320000000001,10280,8
18373640,95.02612,10280,8
18373650,94.39644,10270,8
18373660,94.95204000000001,10270,8
18373670,95.11872000000001,10270,8
18373680,94.98908,10260,8
18373690,96.13732,10260,8
18373700,95.76692000000001,10260,9
18373710,96.19288,10260,9
18373720,95.72988,10270,9
18373730,96.06324,10270,9
18373740,95.9336,10270,9
18373750,95.58172,10270,9
18373760,95.84100000000001,10270,9
18373770,95.72988,10270,9
18373780,95.60024,10270,9
18373790,95.54468000000001,10260,9
18373800,95.54468000000001,10260,9
18373810,95.50764000000001,10260,9
18373820,95.58172,10260,9
18373830,95.1928,10260,9
18373840,95.43356,10260,9
18373850,95.1928,10260,9
18373860,95.1002,10260,9
18373870,95.28540000000001,10260,9
18373880,95.1928,10260,9
18373890,95.17428000000001,10260,9
18373900,94.98908,10260,9
18373910,95.24836,10260,9
18373920,94.48904000000002,10260,9
18373930,94.48904000000002,10250,9
18373940,94.95204000000001,10250,9
18373950,94.93352,10250,9
18373960,94.47052000000001,10250,9
18373970,94.69276,10250,9
18373980,94.43348,10250,9
18373990,94.452,10250,9
18374000,94.61868000000001,10250,9
18374010,94.17420000000001,10240,9
18374020,94.19272000000001,10240,9
18374030,93.85936000000001,10240,9
18374040,94.15568000000002,10240,9
18374050,94.13716,10240,9
18374060,93.89640000000001,10230,9
18374070,93.84084000000001,10230,9
18374080,94.06308,10230,9
18374090,93.87788,10230,9
18374100,93.74824,10230,9
18374110,93.60008,10230,9
18374120,93.6186,10230,9
18374130,93.91492000000001,10230,9
18374140,93.6186,10230,9
18374150,93.67416,10230,9
18374160,93.37784,10230,9
18374170,93.41488,10230,9
18374180,93.28524,10220,9
18374190,93.4334,10220,9
18374200,92.97040000000001,10220,9
18374210,93.15559999999999,10220,9
18374220,93.00744,10220,9
18374230,93.17412,10220,9
18374240,92.76668000000001,10220,9
18374250,92.5074,10210,9
18374260,92.76668000000001,10210,9
18374270,92.91484000000001,10210,9
18374280,92.71112000000001,10210,9
18374290,92.72964,10210,9
18374300,92.21108000000001,10210,9
18374310,92.87780000000001,10210,9
18374320,92.5074,10210,9
18374330,92.15552,10210,9
18374340,92.56296,10210,9
18374350,92.37776000000001,10210,9
18374360,92.04440000000001,10210,9
18374370,92.17404,10210,9
18374380,92.19256,10210,9
18374390,92.30368000000001,10200,9
18374400,91.93328000000001,10200,9
18374410,92.00736,10200,9
18374420,92.08144,10200,9
18374430,92.09996,10200,9
18374440,91.674,10200,9
18374450,91.93328000000001,10200,9
18374460,91.78512,10200,9
18374470,91.52584,10200,9
18374480,91.52584,10200,9
18374490,91.32212000000001,10200,9
18374500,91.43324,10200,9
18374510,91.43324,10200,9
18374520,90.87764,10200,9
18374530,90.95172000000001,10200,9
18374540,90.97024,10200,9
18374550,90.87764,10200,9
18374560,90.67392000000001,10200,9
18374570,90.39612000000001,10200,9
18374580,90.52576,10190,9
18374590,90.13684,10200,9
18374600,90.13684,10200,9
18374610,90.11832,10200,9
18374620,89.78496,10200,9
18374630,89.95164000000001,10200,9
18374640,89.59976,10200,9
18374650,89.30344000000001,10200,9
18374660,89.13676000000001,10200,9
18374670,88.76636,10200,9
18374680,88.7108,10200,9
18374690,88.5256,10200,9
18374700,88.26632,10200,9
18374710,88.37744,10200,9
18374720,88.30336,10200,9
18374730,87.91444,10200,9
18374740,87.98852,10200,9
18374750,87.95148,10200,9
18374760,87.61812,10200,9
18374770,87.7848,10200,9
18374780,87.48848000000001,10200,9
18374790,87.45144,10200,9
18374800,87.28476,10200,9
18374810,87.28476,10200,9
18374820,87.2292,10200,9
18374830,86.9514,10200,9
18374840,86.9514,10200,9
18374850,86.8588,10200,9
18374860,86.71064,10200,9
18374870,86.581,10200,9
18374880,86.50692000000001,10200,9
18374890,86.00688,10200,9
18374900,85.71056,10200,9
18374910,85.63648,10200,9
18374920,84.84012000000001,10200,9
18374930,84.729,10200,9
18374940,84.3586,10200,9
18374950,84.13636000000001,10200,9
18374960,84.41416,10200,9
18374970,84.56232,10200,9
18374980,84.76604,10200,9
18374990,85.0994,10200,9
18375000,85.41423999999999,10200,9
18375010,85.9328,10200,9
18375020,86.39580000000001,10200,9
18375030,87.04400000000001,10200,9
18375040,87.82184000000001,10200,9
18375050,88.5256,10200,9
18375060,89.32196,10200,9
18375070,90.39612000000001,10200,9
18375080,91.09988,10200,9
18375090,92.08144,10200,9
18375100,93.02596,10200,9
18375110,94.21124,10200,9
18375120,95.0076,10200,9
18375130,96.08176,10200,9
18375140,96.98924,10200,9
18375150,98.17452,10200,9
18375160,99.00792000000001,10190,9
18375170,100.23024,10190,9
18375180,100.87844,10190,9
18375190,102.17484,10190,9
18375200,102.786,10190,9
18375210,103.97128000000001,10190,9
18375220,104.78616,10190,9
18375230,105.91588,10190,9
18375240,106.73076,10190,9
18375250,107.71232,10190,9
18375260,108.39756000000001,10190,9
18375270,109.37912000000001,10190,9
18375280,110.194,10180,9
18375290,110.99036000000001,10180,9
18375300,111.8608,10180,9
18375310,112.63864000000001,10180,9
18375320,113.54612000000002,10180,9
18375330,114.26840000000001,10180,9
18375340,115.12031999999999,10180,9
18375350,115.82408000000001,10180,9
18375360,116.676,10180,9
18375370,117.37976,10180,9
18375380,118.32428,10180,9
18375390,118.991,10180,9
18375400,119.84291999999999,10180,9
18375410,120.60224000000001,10180,9
18375420,121.12080000000002,10170,9
18375430,122.06532,10180,9
18375440,122.84316,10170,9
18375450,123.50988,10170,9
18375460,124.25068000000002,10170,9
18375470,124.80628,10170,9
18375480,125.52856000000001,10170,9
18375490,126.399,10170,9
18375500,127.08424000000001,10170,9
18375510,127.93616,10170,9
18375520,128.51028,10170,9
18375530,128.88068,10170,9
18375540,130.1956,10170,9
18375550,130.23264,10170,9
18375560,131.2142,10160,9
18375570,131.89944,10160,9
18375580,132.43652000000003,10160,9
18375590,133.02916,10160,9
18375600,133.73292,10160,9
18375610,134.36260000000001,10160,9
18375620,134.93672,10160,9
18375630,135.86272,10160,9
18375640,136.19608000000002,10160,9
18375650,136.86280000000002,10160,9
18375660,137.82584,10150,9
18375670,138.19624000000002,10150,9
18375680,138.78888,10150,9
18375690,139.51116,10150,9
18375700,139.90008000000003,10150,9
18375710,140.88164,10150,9
18375720,141.19648,10150,9
18375730,141.75208,10150,9
18375740,142.604,10150,9
18375750,142.75216,10150,9
18375760,143.78928000000002,10140,9
18375770,144.0856,10140,9
18375780,144.75232,10140,9
18375790,145.14124,10140,9
18375800,145.78944,10140,9
18375810,146.21540000000002,10140,9
18375820,146.75248,10140,9
18375830,146.6784,10140,9
18375840,147.10436,10140,9
18375850,146.93768,10140,9
18375860,146.71544,10140,9
18375870,146.69692,10140,9
18375880,147.1414,10130,9
18375890,147.47476,10130,9
18375900,147.97480000000002,10130,9
18375910,148.21556,10130,9
18375920,148.66004,10130,9
18375930,148.9934,10130,9
18375940,149.77124,10130,9
18375950,149.78976,10130,9
18375960,150.7528,10130,9
18375970,151.1232,10130,9
18375980,151.38248,10130,9
18375990,152.19736000000003,10120,9
18380000,152.6048,10120,9
18380010,153.12336000000002,10120,9
18380020,153.49376,10120,9
18380030,154.08640000000003,10120,9
18380040,154.75312000000002,10120,9
18380050,155.25316,10120,9
18380060,155.64208000000002,10120,9
18380070,156.031,10110,9
18380080,155.88284000000002,10110,9
18380090,155.73468000000003,10110,9
18380100,155.79024,10110,9
18380110,155.34576,10110,9
18380120,155.23463999999998,10110,9
18380130,154.93832,10110,9
18380140,154.51236000000003,10110,9
18380150,154.38272,10110,9
18380160,154.16048,10100,9
18380170,153.88268000000002,10100,9
18380180,153.49376,10100,9
18380190,153.38263999999998,10100,9
18380200,152.90112000000002,10100,9
18380210,152.64184,10100,9
18380220,152.327,10100,9
18380230,152.16032,10100,9
18380240,151.78992,10090,9
18380250,151.23432,10090,9
18380260,151.16024000000002,10090,9
18380270,150.88244,10090,9
18380280,150.475,10090,9
18380290,150.08608,10080,9
18380300,149.95644000000001,10080,9
18380310,149.62308000000002,10080,9
18380320,149.32676,10080,9
18380330,148.9008,10080,9
18380340,148.67856,10080,9
18380350,148.3452,10070,9
18380360,148.01184,10070,9
18380370,147.91924,10070,9
18380380,147.36364,10070,9
18380390,147.25252,10070,9
18380400,146.88212000000001,10070,9
18380410,146.56728,10060,9
18380420,146.5858,10060,9
18380430,146.30800000000002,10060,9
18380440,146.08576,10060,9
18380450,145.88204,10050,9
18380460,145.82648,10050,9
18380470,145.60424,10050,9
18380480,145.45608000000001,10050,9
18380490,144.84492,10050,9
18380500,144.88196000000002,10050,9
18380510,144.6412,10050,9
18380520,144.10412000000002,10050,9
18380530,144.15968,10050,9
18380540,143.86336000000003,10040,9
18380550,143.30776,10040,9
18380560,142.86328,10040,9
18380570,143.01144,10030,9
18380580,142.73364,10030,9
18380590,142.27064,10030,9
18380600,142.06691999999998,10030,9
18380610,142.19656,10030,9
18380620,141.56688,10030,9
18380630,141.54836000000003,10020,9
18380640,141.215,10020,9
18380650,140.88164,10020,9
18380660,140.56680000000003,10020,9
18380670,140.60384000000002,10020,9
18380680,140.15936000000002,10010,9
18380690,140.0112,10010,9
18380700,139.65932,10010,9
18380710,139.51116,10010,9
18380720,139.27040000000002,10010,9
18380730,139.10372,10010,9
18380740,138.6222,10000,9
18380750,138.75184000000002,10000,9
18380760,138.12216,10000,9
18380770,138.01104,10000,9
18380780,137.6962,9990,9
18380790,137.84436000000002,9990,9
18380800,137.15912,9990,9
18380810,136.99244000000002,9990,9
18380820,136.78872,9990,9
18380830,136.585,9990,9
18380840,136.28868,9990,9
18380850,135.88124000000002,9990,9
18380860,135.88124000000002,9990,9
18380870,135.49232,9990,9
18380880,135.32564,9990,9
18380890,134.93672,9990,9
18380900,134.78856000000002,9980,9
18380910,134.4552,9990,9
18380920,134.27,9980,9
18380930,134.04776,9980,9
18380940,133.73292,9980,9
18380950,133.4366,9980,9
18380960,133.1588,9990,9
18380970,132.99212,9980,9
18380980,132.73284,9990,9
18380990,132.30688,9990,9
18381000,132.10316,9990,9
18381010,132.67728,9990,9
18381020,132.12168000000003,9990,9
18381030,131.82536000000002,9980,9
18381040,131.14012000000002,9990,9
18381050,130.95492,9990,9
18381060,130.91788,9990,9
18381070,130.34376,9990,9
18381080,129.71408000000002,9990,9
18381090,129.91780000000003,9990,9
18381100,129.39924000000002,10000,9
18381110,129.5474,10000,9
18381120,129.01032,10000,9
18381130,128.60288,10000,9
18381140,128.56584,10000,9
18381150,128.3436,10010,9
18381160,128.08432,10010,9
18381170,127.47316000000001,10010,9
18381180,127.36204,10010,9
18381190,127.23240000000001,10010,9
18381200,126.75088,10010,9
18381210,126.80644000000001,10010,9
18381220,126.4916,10020,9
18381230,126.19528000000001,10020,9
18381240,125.75080000000001,10020,9
18381250,125.73228,10020,9
18381260,125.51004,10030,9
18381270,124.89888,10030,9
18381280,125.02852000000001,10030,9
18381290,124.62108000000002,10030,9
18381300,124.4544,10030,9
18381310,124.04696000000001,10030,9
18381320,123.88028000000001,10040,9
18381330,123.78768000000001,10040,9
18381340,123.60248,10040,9
18381350,123.3432,10040,9
18381360,122.76908000000002,10040,9
18381370,122.73204,10050,9
18381380,121.97272000000001,10050,9
18381390,121.9542,10050,9
18381400,121.8616,10050,9
18381410,121.73196000000002,10050,9
18381420,121.38008000000002,10060,9
18381430,121.52824000000001,10060,9
18381440,121.38008000000002,10060,9
